timestamps,tp9,af7,af8,tp10,right aux
1706074921.382058,795.3846435546875,788.5347900390625,1252.3077392578125,781.6849975585938,850.5860595703125
1706074921.3890543,796.996337890625,788.1318969726562,1324.029296875,777.6557006835938,697.4725341796875
1706074921.404048,785.7142944335938,785.3113403320312,291.72161865234375,738.974365234375,718.8278198242188
1706074921.4200394,785.7142944335938,785.3113403320312,291.72161865234375,738.974365234375,718.8278198242188
1706074921.4371853,838.4981689453125,797.8021850585938,1054.06591796875,936.4102783203125,836.4835205078125
1706074921.449679,838.4981689453125,797.8021850585938,1054.06591796875,936.4102783203125,836.4835205078125
1706074921.4656694,794.5787353515625,791.3552856445312,654.7619018554688,699.084228515625,698.6813354492188
1706074921.482658,814.7252807617188,791.3552856445312,1218.4615478515625,909.8168334960938,747.032958984375
1706074921.498671,814.7252807617188,791.3552856445312,1218.4615478515625,909.8168334960938,747.032958984375
1706074921.513685,814.7252807617188,791.3552856445312,1218.4615478515625,909.8168334960938,747.032958984375
1706074921.5306785,821.1721801757812,795.3846435546875,1187.032958984375,898.1318969726562,790.1465454101562
1706074921.5456696,821.1721801757812,795.3846435546875,1187.032958984375,898.1318969726562,790.1465454101562
1706074921.5626626,799.010986328125,785.7142944335938,1201.5384521484375,832.05126953125,778.05859375
1706074921.5776513,799.010986328125,785.7142944335938,1201.5384521484375,832.05126953125,778.05859375
1706074921.5936437,799.010986328125,785.7142944335938,1201.5384521484375,832.05126953125,778.05859375
1706074921.609633,784.908447265625,788.937744140625,1101.6116943359375,765.5677490234375,813.91943359375
1706074921.624624,815.1282348632812,785.7142944335938,275.20147705078125,891.6849975585938,850.5860595703125
1706074921.641615,781.6849975585938,790.5494384765625,645.8974609375,630.1831665039062,703.5164794921875
1706074921.6566093,781.6849975585938,790.5494384765625,645.8974609375,630.1831665039062,703.5164794921875
1706074921.6716003,781.6849975585938,790.5494384765625,645.8974609375,630.1831665039062,703.5164794921875
1706074921.6885962,781.6849975585938,790.5494384765625,645.8974609375,630.1831665039062,703.5164794921875
1706074921.7008214,781.6849975585938,790.5494384765625,645.8974609375,630.1831665039062,703.5164794921875
1706074921.7109375,794.1758422851562,792.1611938476562,1192.2711181640625,741.3919677734375,706.3369750976562
1706074921.7205029,794.1758422851562,792.1611938476562,1192.2711181640625,741.3919677734375,706.3369750976562
1706074921.7359967,794.1758422851562,792.1611938476562,1192.2711181640625,741.3919677734375,706.3369750976562
1706074921.7522683,808.2783813476562,799.010986328125,1136.6666259765625,950.5128173828125,810.2930297851562
1706074921.7690518,775.6410522460938,796.1904907226562,464.981689453125,614.8717651367188,698.6813354492188
1706074921.7853608,775.6410522460938,796.1904907226562,464.981689453125,614.8717651367188,698.6813354492188
1706074921.7870162,775.6410522460938,796.1904907226562,464.981689453125,614.8717651367188,698.6813354492188
1706074921.8031507,805.8607788085938,791.3552856445312,1150.3663330078125,954.945068359375,800.2197875976562
1706074921.8372693,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.8529701,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.8557737,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.8716967,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.88219,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.8862147,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.9019806,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.9044435,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.919636,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.9294071,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.9372284,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.952495,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.957893,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.9746408,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074921.9858334,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.0010116,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.017674,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.0333421,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.0499985,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.0667431,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.0833347,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.1000757,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.1166215,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.133294,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.1499512,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.1535537,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.1698945,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.1852682,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.200963,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.2166011,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.234307,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.2499661,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.2666006,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.283383,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.300003,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.3167174,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.333334,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.3508651,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.3674915,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.3833666,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.4001079,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.4189298,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.4343436,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.4499564,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.4666045,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.4833019,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.4999547,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.5166032,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.5333257,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.5499363,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.566626,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.5832663,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.5999367,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.6166313,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.6333249,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.6499724,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.6676555,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.6833332,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.701073,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.7166674,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.733377,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.7499864,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.7675982,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.783375,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.8007622,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.8175278,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.833476,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.8507388,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.8676598,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.8832433,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.899905,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.9166138,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.93323,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.9510436,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.9665997,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.9832487,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074922.9999707,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.0165834,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.0352926,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.0499659,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.0666258,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.0844097,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.1009514,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.1190462,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.1343277,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.1499815,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.166654,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.183336,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.1865385,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.202381,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.2177436,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.2333214,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.2499335,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.267959,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.283257,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.3000138,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.3175955,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.3332982,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.349971,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.3676252,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.383238,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.3998947,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.4165564,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.4332042,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.4519756,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.4665477,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.470075,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.4853632,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.5008879,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.5165534,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.533204,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.5363688,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.5523095,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.567609,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.5842457,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.6011977,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.6174488,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.6332567,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.6509905,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.6666193,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.683396,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.69995,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.717516,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.7344067,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.7500324,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.7667089,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.7832434,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.8000789,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.8174732,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.834282,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.8500464,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.866718,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.8833659,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.9009075,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.916649,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.9333906,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.950725,795.3846435546875,788.937744140625,1337.7288818359375,866.7033081054688,806.6666870117188
1706074923.9684916,808.6813354492188,791.3552856445312,1315.970703125,1100.805908203125,913.040283203125
1706074923.970426,808.6813354492188,791.3552856445312,1315.970703125,1100.805908203125,913.040283203125
1706074923.9869153,808.6813354492188,791.3552856445312,1315.970703125,1100.805908203125,913.040283203125
1706074924.0028615,812.7106323242188,800.6226806640625,1178.5714111328125,1086.7032470703125,923.5164794921875
1706074924.0194433,782.4908447265625,792.5640869140625,152.3076934814453,405.3479919433594,704.7252807617188
1706074924.035392,782.4908447265625,792.5640869140625,152.3076934814453,405.3479919433594,704.7252807617188
1706074924.051999,779.2673950195312,776.8497924804688,618.09521484375,635.018310546875,790.952392578125
1706074924.0675032,779.2673950195312,776.8497924804688,618.09521484375,635.018310546875,790.952392578125
1706074924.0831964,779.2673950195312,776.8497924804688,618.09521484375,635.018310546875,790.952392578125
1706074924.1020827,773.2234497070312,786.5201416015625,404.1391906738281,534.6886596679688,711.97802734375
1706074924.1193678,773.2234497070312,786.5201416015625,404.1391906738281,534.6886596679688,711.97802734375
1706074924.134242,773.2234497070312,786.5201416015625,404.1391906738281,534.6886596679688,711.97802734375
1706074924.1536486,785.7142944335938,791.7582397460938,91.46520233154297,526.2271118164062,659.1941528320312
1706074924.1688325,785.7142944335938,791.7582397460938,91.46520233154297,526.2271118164062,659.1941528320312
1706074924.185271,772.0146484375,790.1465454101562,329.5970764160156,652.7472534179688,788.937744140625
1706074924.2022147,800.2197875976562,791.3552856445312,362.23443603515625,705.93408203125,695.4578857421875
1706074924.2174394,800.2197875976562,791.3552856445312,362.23443603515625,705.93408203125,695.4578857421875
1706074924.234175,767.1795043945312,788.1318969726562,159.1575164794922,400.5128173828125,608.02197265625
1706074924.2498393,767.1795043945312,788.1318969726562,159.1575164794922,400.5128173828125,608.02197265625
1706074924.2695396,802.2344360351562,801.025634765625,765.970703125,849.3773193359375,767.1795043945312
1706074924.2859375,805.054931640625,784.5054931640625,1359.89013671875,953.7362670898438,868.7179565429688
1706074924.3018367,805.054931640625,784.5054931640625,1359.89013671875,953.7362670898438,868.7179565429688
1706074924.318531,772.4176025390625,776.4468994140625,688.6080322265625,498.8278503417969,668.4615478515625
1706074924.3331773,814.7252807617188,773.2234497070312,902.1611938476562,1006.923095703125,1051.6483154296875
1706074924.3508627,814.7252807617188,773.2234497070312,902.1611938476562,1006.923095703125,1051.6483154296875
1706074924.3665147,814.7252807617188,773.2234497070312,902.1611938476562,1006.923095703125,1051.6483154296875
1706074924.384171,792.5640869140625,774.8351440429688,1069.3773193359375,836.886474609375,729.3040161132812
1706074924.4009209,834.8717651367188,778.8644409179688,1028.2784423828125,1074.21240234375,817.5457763671875
1706074924.4175675,834.8717651367188,778.8644409179688,1028.2784423828125,1074.21240234375,817.5457763671875
1706074924.434259,808.6813354492188,781.6849975585938,1249.4871826171875,1074.21240234375,806.2637329101562
1706074924.4498928,808.6813354492188,781.6849975585938,1249.4871826171875,1074.21240234375,806.2637329101562
1706074924.4675531,788.1318969726562,796.1904907226562,47.14285659790039,442.0146484375,614.06591796875
1706074924.4707382,805.4578857421875,786.923095703125,584.6520385742188,792.5640869140625,740.1831665039062
1706074924.485643,780.4761962890625,789.3406372070312,102.74725341796875,401.72161865234375,626.5567626953125
1706074924.50095,780.4761962890625,789.3406372070312,102.74725341796875,401.72161865234375,626.5567626953125
1706074924.518676,786.1171875,795.3846435546875,530.6593627929688,539.120849609375,679.7435913085938
1706074924.5356193,819.1575317382812,794.5787353515625,1272.4542236328125,1135.054931640625,883.2234497070312
1706074924.552007,774.4322509765625,783.2966918945312,980.3296508789062,824.7985229492188,732.12451171875
1706074924.567574,815.5311279296875,785.3113403320312,843.7362670898438,1035.93408203125,883.2234497070312
1706074924.583154,815.5311279296875,785.3113403320312,843.7362670898438,1035.93408203125,883.2234497070312
1706074924.6008167,803.4432373046875,797.3992919921875,462.967041015625,744.6153564453125,729.3040161132812
1706074924.6175017,775.2380981445312,793.7728881835938,568.1318969726562,714.7985229492188,995.6410522460938
